iter	Passed	Remaining
353	5758	10507
354	5776	10495
355	5792	10478
356	5809	10463
357	5826	10448
358	5841	10430
359	5857	10413
360	5874	10397
361	5890	10382
362	5908	10368
363	5925	10352
364	5941	10337
365	5958	10320
366	5974	10304
367	5990	10288
368	6004	10267
369	6020	10251
370	6036	10234
371	6052	10216
372	6066	10198
373	6083	10182
374	6100	10167
375	6116	10151
376	6133	10136
377	6150	10119
378	6164	10101
379	6183	10088
380	6199	10071
381	6217	10058
382	6233	10042
383	6250	10027
384	6267	10011
385	6284	9996
386	6300	9979
387	6317	9964
388	6333	9948
389	6349	9931
390	6365	9913
391	6381	9897
392	6397	9880
393	6411	9861
394	6428	9846
395	6444	9829
396	6461	9813
397	6478	9798
398	6493	9780
399	6511	9767
400	6530	9754
401	6547	9739
402	6565	9726
403	6581	9710
404	6600	9697
405	6619	9685
406	6636	9669
407	6653	9653
408	6669	9636
409	6684	9618
410	6700	9603
411	6717	9586
412	6734	9572
413	6751	9556
414	6769	9542
415	6784	9523
416	6801	9508
417	6818	9493
418	6834	9476
419	6849	9458
420	6864	9441
421	6880	9423
422	6896	9406
423	6912	9390
424	6930	9376
425	6946	9360
426	6963	9343
427	6979	9328
428	6996	9312
429	7012	9295
430	7028	9279
431	7045	9262
432	7061	9246
433	7078	9230
434	7094	9215
435	7110	9198
436	7127	9182
437	7142	9165
438	7158	9148
439	7177	9134
440	7195	9121
441	7212	9105
442	7229	9089
443	7246	9074
444	7262	9057
445	7279	9041
446	7294	9023
447	7314	9013
448	7335	9001
449	7351	8985
450	7368	8969
451	7384	8952
452	7401	8936
453	7417	8920
454	7434	8904
455	7450	8888
456	7466	8871
457	7483	8856
458	7501	8841
459	7518	8826
460	7535	8811
461	7554	8797
462	7569	8779
463	7586	8763
464	7602	8747
465	7618	8730
466	7634	8713
467	7649	8695
468	7666	8679
469	7682	8662
470	7699	8647
471	7716	8632
472	7733	8616
473	7750	8600
474	7766	8584
475	7785	8570
476	7801	8553
477	7817	8537
478	7833	8520
479	7848	8502
480	7864	8485
481	7880	8469
482	7897	8453
483	7913	8436
484	7930	8420
485	7948	8406
486	7964	8390
487	7981	8373
488	7998	8357
489	8012	8339
490	8028	8322
491	8042	8304
492	8058	8287
493	8074	8271
494	8090	8253
495	8108	8239
496	8124	8222
497	8139	8204
498	8156	8189
499	8171	8171
500	8188	8156
501	8204	8139
502	8220	8122
503	8236	8106
504	8254	8091
505	8270	8074
506	8287	8058
507	8304	8042
508	8319	8025
509	8336	8009
510	8352	7993
511	8368	7976
512	8385	7960
513	8401	7944
514	8417	7927
515	8434	7911
516	8450	7894
517	8467	7878
518	8482	7861
519	8501	7847
520	8520	7833
521	8536	7817
522	8553	7801
523	8571	7786
524	8587	7769
525	8604	7753
526	8621	7738
527	8639	7723
528	8656	7707
529	8674	7692
530	8691	7676
531	8707	7660
532	8724	7644
533	8740	7627
534	8757	7611
535	8775	7596
536	8792	7580
537	8808	7563
538	8825	7548
539	8840	7531
540	8857	7514
541	8873	7498
542	8889	7481
543	8904	7463
544	8922	7449
545	8936	7430
546	8952	7414
547	8969	7398
548	8984	7380
549	9001	7364
550	9018	7348
551	9035	7333
552	9050	7315
553	9067	7300
554	9083	7283
555	9100	7267
556	9116	7250
557	9131	7232
558	9147	7216
559	9163	7200
560	9181	7184
561	9197	7168
562	9214	7151
563	9230	7135
564	9245	7118
565	9262	7102
566	9278	7085
567	9294	7068
568	9311	7053
569	9327	7036
570	9345	7021
571	9360	7004
572	9377	6988
573	9394	6971
574	9410	6955
575	9425	6938
576	9442	6922
577	9459	6906
578	9475	6889
579	9495	6875
580	9512	6860
581	9528	6843
582	9545	6827
583	9563	6812
584	9580	6796
585	9598	6781
586	9615	6765
587	9631	6748
588	9647	6731
589	9662	6714
590	9679	6698
591	9695	6681
592	9710	6664
593	9726	6648
594	9742	6631
595	9758	6615
596	9775	6598
597	9790	6581
598	9807	6565
599	9823	6549
600	9839	6532
601	9856	6516
602	9873	6500
603	9890	6484
604	9907	6468
605	9922	6451
606	9939	6435
607	9955	6418
608	9973	6403
609	9989	6386
610	10006	6370
611	10022	6354
612	10039	6338
613	10055	6321
614	10070	6304
615	10086	6287
616	10102	6271
617	10119	6254
618	10135	6238
619	10151	6222
620	10168	6205
621	10186	6190
622	10203	6174
623	10218	6157
624	10234	6140
625	10250	6124
626	10265	6106
627	10282	6090
628	10297	6073
629	10314	6057
630	10330	6041
631	10346	6024
632	10363	6008
633	10380	5992
634	10398	5976
635	10416	5961
636	10432	5944
637	10448	5928
638	10463	5911
639	10481	5895
640	10497	5879
641	10515	5863
642	10532	5847
643	10548	5831
644	10565	5815
645	10582	5799
646	10599	5783
647	10616	5766
648	10633	5750
649	10649	5734
650	10665	5717
651	10681	5701
652	10698	5685
653	10714	5668
654	10730	5651
655	10746	5635
656	10762	5618
657	10783	5604
658	10799	5588
659	10816	5572
660	10832	5555
661	10848	5538
662	10864	5522
663	10882	5506
664	10897	5489
665	10913	5472
666	10929	5456
667	10945	5440
668	10961	5423
669	10978	5407
670	10994	5390
671	11011	5374
672	11028	5358
673	11044	5342
674	11060	5325
675	11077	5309
676	11093	5292
677	11109	5276
678	11125	5259
679	11142	5243
680	11159	5227
681	11175	5210
682	11189	5193
683	11205	5176
684	11221	5160
685	11237	5143
686	11253	5127
687	11269	5110
688	11285	5094
689	11301	5077
690	11318	5061
691	11334	5044
692	11350	5028
693	11364	5011
694	11381	4994
695	11396	4977
696	11412	4961
697	11428	4944
698	11445	4928
699	11460	4911
700	11478	4896
701	11496	4880
702	11513	4864
703	11530	4848
704	11546	4831
705	11564	4816
706	11582	4800
707	11599	4784
708	11614	4767
709	11631	4751
710	11648	4734
711	11663	4718
712	11678	4701
713	11694	4684
714	11712	4668
715	11727	4651
716	11743	4635
717	11759	4618
718	11775	4601
719	11791	4585
720	11807	4569
721	11823	4552
722	11839	4536
723	11854	4519
724	11870	4502
725	11885	4485
726	11900	4468
727	11916	4452
728	11933	4436
729	11949	4419
730	11966	4403
731	11982	4387
732	12000	4371
733	12017	4354
734	12034	4338
735	12051	4322
736	12067	4306
737	12082	4289
738	12098	4272
739	12114	4256
740	12129	4239
741	12145	4223
742	12161	4206
743	12177	4190
744	12193	4173
745	12210	4157
746	12225	4140
747	12240	4123
748	12256	4107
749	12272	4090
750	12287	4074
751	12304	4057
752	12319	4041
753	12335	4024
754	12352	4008
755	12369	3992
756	12384	3975
757	12400	3959
758	12417	3942
759	12432	3926
760	12447	3909
761	12463	3892
762	12482	3877
763	12501	3861
764	12518	3845
765	12534	3829
766	12552	3813
767	12569	3797
768	12587	3781
769	12602	3764
770	12618	3747
771	12635	3731
772	12652	3715
773	12668	3699
774	12684	3682
775	12700	3666
776	12716	3649
777	12734	3633
778	12750	3617
779	12767	3601
780	12784	3584
781	12800	3568
782	12816	3551
783	12832	3535
784	12849	3519
785	12865	3502
786	12883	3486
787	12899	3470
788	12915	3454
789	12931	3437
790	12948	3421
791	12964	3404
792	12980	3388
793	12997	3372
794	13015	3356
795	13032	3340
796	13049	3323
797	13066	3307
798	13083	3291
799	13098	3274
800	13113	3257
801	13128	3241
802	13145	3224
803	13163	3208
804	13180	3192
805	13195	3176
806	13210	3159
807	13224	3142
808	13240	3126
809	13257	3109
810	13273	3093
811	13290	3077
812	13305	3060
813	13321	3043
814	13338	3027
815	13355	3011
816	13371	2995
817	13387	2978
818	13403	2962
819	13420	2945
820	13436	2929
821	13453	2913
822	13468	2896
823	13484	2880
824	13501	2863
825	13518	2847
826	13533	2831
827	13549	2814
828	13567	2798
829	13586	2782
830	13604	2766
831	13621	2750
832	13638	2734
833	13654	2717
834	13670	2701
835	13686	2684
836	13703	2668
837	13718	2651
838	13734	2635
839	13750	2619
840	13765	2602
841	13782	2586
842	13800	2570
843	13816	2553
844	13834	2537
845	13851	2521
846	13867	2504
847	13883	2488
848	13901	2472
849	13916	2455
850	13933	2439
851	13950	2423
852	13966	2406
853	13982	2390
854	13998	2374
855	14016	2357
856	14034	2341
857	14052	2325
858	14067	2309
859	14085	2293
860	14102	2276
861	14118	2260
862	14135	2244
863	14151	2227
864	14169	2211
865	14185	2194
866	14203	2178
867	14218	2162
868	14233	2145
869	14251	2129
870	14267	2113
871	14285	2096
872	14302	2080
873	14318	2064
874	14336	2048
875	14352	2031
876	14370	2015
877	14385	1998
878	14403	1982
879	14419	1966
880	14435	1949
881	14453	1933
882	14471	1917
883	14488	1901
884	14505	1884
885	14523	1868
886	14541	1852
887	14561	1836
888	14580	1820
889	14597	1804
890	14612	1787
891	14627	1771
892	14642	1754
893	14659	1738
894	14676	1721
895	14692	1705
896	14708	1688
897	14724	1672
898	14740	1656
899	14756	1639
900	14773	1623
901	14791	1607
902	14807	1590
903	14824	1574
904	14839	1557
905	14855	1541
906	14872	1524
907	14889	1508
908	14904	1492
909	14920	1475
910	14934	1459
911	14951	1442
912	14966	1426
913	14982	1409
914	14998	1393
915	15014	1376
916	15033	1360
917	15050	1344
918	15066	1327
919	15082	1311
920	15098	1295
921	15113	1278
922	15130	1262
923	15146	1245
924	15162	1229
925	15178	1212
926	15195	1196
927	15211	1180
928	15226	1163
929	15242	1147
930	15258	1130
931	15276	1114
932	15292	1098
933	15308	1081
934	15323	1065
935	15339	1048
936	15356	1032
937	15373	1016
938	15389	999
939	15404	983
940	15420	966
941	15437	950
942	15454	934
943	15470	917
944	15487	901
945	15504	885
946	15521	868
947	15539	852
948	15557	836
949	15574	819
950	15591	803
951	15608	786
952	15625	770
953	15641	754
954	15656	737
955	15673	721
956	15689	704
957	15704	688
958	15720	672
959	15735	655
960	15752	639
961	15769	622
962	15785	606
963	15803	590
964	15820	573
965	15837	557
966	15853	541
967	15870	524
968	15886	508
969	15903	491
970	15919	475
971	15935	459
972	15951	442
973	15967	426
974	15985	409
975	16000	393
976	16016	377
977	16033	360
978	16049	344
979	16066	327
980	16082	311
981	16099	295
982	16115	278
983	16130	262
984	16145	245
985	16160	229
986	16176	213
987	16192	196
988	16208	180
989	16225	163
990	16241	147
991	16257	131
992	16273	114
993	16289	98
994	16305	81
995	16320	65
996	16336	49
997	16353	32
998	16370	16
999	16386	0
