iter	RMSE
766	1004.668443
767	1004.533247
768	1004.441951
769	1004.411255
770	1004.33796
771	1004.271234
772	1004.211414
773	1004.182135
774	1004.086658
775	1004.053513
776	1003.996416
777	1003.82491
778	1003.785317
779	1003.727075
780	1003.692033
781	1003.651241
782	1003.620437
783	1003.557712
784	1003.507144
785	1003.473751
786	1003.395462
787	1003.355046
788	1003.311092
789	1003.273289
790	1003.241331
791	1003.160948
792	1003.121272
793	1003.044416
794	1002.969297
795	1002.905271
796	1002.824841
797	1002.685072
798	1002.629803
799	1002.579279
800	1002.537449
801	1002.479707
802	1002.420218
803	1002.356425
804	1002.269946
805	1002.228771
806	1002.175857
807	1002.14676
808	1002.093244
809	1002.023152
810	1001.991447
811	1001.934103
812	1001.897963
813	1001.854604
814	1001.786239
815	1001.713529
816	1001.651454
817	1001.62427
818	1001.575905
819	1001.559659
820	1001.501803
821	1001.465512
822	1001.43875
823	1001.413897
824	1001.351335
825	1001.32797
826	1001.314736
827	1001.303245
828	1001.281934
829	1001.175851
830	1001.062159
831	1001.036148
832	1000.945295
833	1000.935557
834	1000.867722
835	1000.839597
836	1000.776657
837	1000.737833
838	1000.684781
839	1000.616414
840	1000.550803
841	1000.490618
842	1000.413863
843	1000.373451
844	1000.28576
845	1000.227156
846	1000.169313
847	1000.124703
848	1000.052058
849	1000.009542
850	999.9061221
851	999.854489
852	999.7743925
853	999.7346658
854	999.7079989
855	999.6093386
856	999.5298201
857	999.4473801
858	999.4356559
859	999.36177
860	999.3245836
861	999.301804
862	999.2164686
863	999.1872334
864	999.129273
865	999.0779006
866	999.0093777
867	998.9891444
868	998.9245017
869	998.8760922
870	998.833334
871	998.7638376
872	998.7014355
873	998.646729
874	998.5960177
875	998.5515497
876	998.4763178
877	998.4281095
878	998.369285
879	998.2655419
880	998.2396294
881	998.1850891
882	998.1100385
883	998.0705154
884	998.0112281
885	997.9839909
886	997.9179965
887	997.8584295
888	997.7652558
889	997.7195033
890	997.6424581
891	997.5845434
892	997.5625611
893	997.540906
894	997.5023388
895	997.4443434
896	997.4080932
897	997.3657484
898	997.3374486
899	997.3287335
900	997.294255
901	997.2410015
902	997.1594966
903	997.1118975
904	997.0568527
905	997.0282456
906	996.9785714
907	996.932647
908	996.8897792
909	996.8515404
910	996.8087045
911	996.7345254
912	996.6584842
913	996.6308081
914	996.5411124
915	996.5172685
916	996.4633918
917	996.4380403
918	996.3700821
919	996.3248897
920	996.2705228
921	996.1681818
922	996.1058326
923	996.0017984
924	995.9285253
925	995.8834164
926	995.7668633
927	995.7487253
928	995.7124577
929	995.6395536
930	995.5699103
931	995.4866713
932	995.43776
933	995.3856027
934	995.335039
935	995.299946
936	995.2373589
937	995.1481008
938	995.1106545
939	995.0925272
940	995.0647349
941	995.019234
942	994.9527346
943	994.9261407
944	994.9084436
945	994.8049823
946	994.736025
947	994.7180621
948	994.6602277
949	994.5963031
950	994.5639962
951	994.4997144
952	994.4601592
953	994.4379843
954	994.4097447
955	994.3602276
956	994.2952548
957	994.2326133
958	994.1821128
959	994.1315288
960	994.0805534
961	993.9636901
962	993.9449
963	993.8818234
964	993.8042696
965	993.7456256
966	993.683439
967	993.619495
968	993.5758856
969	993.5286443
970	993.4776655
971	993.4426669
972	993.4060673
973	993.3798945
974	993.3531377
975	993.308111
976	993.2849829
977	993.2486464
978	993.2305901
979	993.1997509
980	993.1887039
981	993.1653557
982	993.0916043
983	993.0236158
984	993.003103
985	992.968229
986	992.9310691
987	992.8550574
988	992.8375483
989	992.7307393
990	992.7087613
991	992.5693501
992	992.529336
993	992.5134946
994	992.4578458
995	992.425262
996	992.3950101
997	992.3570977
998	992.2849237
999	992.2583994
